site_code,Taxon,exp_duration,trt,trait,mean_control,mean_trt,sd_control,sd_trt,se_control,se_trt,n_control,n_trt
bogong.au,poa_hiemata,2,P,leafnp,5.082,4.163,1.081,1.562,0.624,0.902,3,3
bogong.au,poa_hiemata,2,NP,leafnp,5.082,3.155,1.081,0.395,0.624,0.279,3,2
bogong.au,rumex_acetosella,2,N,leafnp,8.412,13.066,3.085,2.733,1.781,1.933,3,2
bogong.au,rumex_acetosella,2,P,leafnp,8.412,4.826,3.085,0.206,1.781,0.145,3,2
bogong.au,rumex_acetosella,2,NP,leafnp,8.412,6.287,3.085,1.847,1.781,1.067,3,3
burrawan.au,epaltes_australis,3,N,leafnp,10.951,14.871,0.315,2.239,0.182,1.293,3,3
burrawan.au,epaltes_australis,3,P,leafnp,10.951,6.772,0.315,1.279,0.182,0.738,3,3
burrawan.au,epaltes_australis,3,NP,leafnp,10.951,7.645,0.315,5.767,0.182,3.330,3,3
burrawan.au,eragrostis_curvula,3,N,leafnp,15.753,18.457,7.548,4.015,4.358,2.318,3,3
burrawan.au,eragrostis_curvula,3,P,leafnp,15.753,5.138,7.548,1.309,4.358,0.756,3,3
burrawan.au,eragrostis_curvula,3,NP,leafnp,15.753,5.518,7.548,0.895,4.358,0.633,3,2
burrawan.au,eragrostis_sororia,3,N,leafnp,11.622,18.426,4.940,2.718,3.493,1.570,2,3
burrawan.au,eragrostis_sororia,3,P,leafnp,11.622,4.312,4.940,0.896,3.493,0.517,2,3
burrawan.au,eragrostis_sororia,3,NP,leafnp,11.622,8.296,4.940,6.362,3.493,3.673,2,3
burrawan.au,fimbristylis_dichotoma,3,N,leafnp,15.048,17.557,3.906,4.294,2.255,2.479,3,3
burrawan.au,fimbristylis_dichotoma,3,P,leafnp,15.048,4.300,3.906,1.557,2.255,0.899,3,3
burrawan.au,fimbristylis_dichotoma,3,NP,leafnp,15.048,4.944,3.906,2.213,2.255,1.278,3,3
cbgb.us,schizachyrium_scoparium,3,N,leafnp,7.595,6.702,5.298,2.730,3.059,1.930,3,2
cbgb.us,schizachyrium_scoparium,3,P,leafnp,7.595,4.921,5.298,2.902,3.059,1.675,3,3
cbgb.us,schizachyrium_scoparium,3,NP,leafnp,7.595,9.339,5.298,2.510,3.059,1.449,3,3
cowi.ca,alopecurus_pratensis,4,N,leafnp,15.739,13.423,6.116,2.390,3.531,1.380,3,3
cowi.ca,alopecurus_pratensis,4,P,leafnp,15.739,14.293,6.116,6.380,3.531,3.683,3,3
cowi.ca,alopecurus_pratensis,4,NP,leafnp,15.739,11.275,6.116,4.985,3.531,2.878,3,3
elliot.us,erodium_botrys,3,N,leafnp,17.957,25.988,8.770,3.777,5.064,2.181,3,3
elliot.us,erodium_botrys,3,P,leafnp,17.957,12.428,8.770,1.202,5.064,0.694,3,3
elliot.us,erodium_botrys,3,NP,leafnp,17.957,18.125,8.770,4.547,5.064,2.625,3,3
elliot.us,lolium_multiflorum,3,N,leafnp,10.654,22.569,1.251,5.885,0.723,4.161,3,2
elliot.us,lolium_multiflorum,3,P,leafnp,10.654,5.184,1.251,1.444,0.723,1.021,3,2
elliot.us,lolium_multiflorum,3,NP,leafnp,10.654,9.637,1.251,2.832,0.723,1.635,3,3
elliot.us,nassella_pulchra,3,N,leafnp,17.230,25.435,4.108,6.174,2.372,3.564,3,3
elliot.us,nassella_pulchra,3,P,leafnp,17.230,13.022,4.108,0.789,2.372,0.558,3,2
elliot.us,nassella_pulchra,3,NP,leafnp,17.230,16.258,4.108,1.010,2.372,0.583,3,3
frue.ch,alopecurus_pratensis,3,N,leafnp,14.329,17.502,1.613,2.941,0.931,1.698,3,3
frue.ch,alopecurus_pratensis,3,P,leafnp,14.329,11.784,1.613,1.650,0.931,0.953,3,3
frue.ch,alopecurus_pratensis,3,NP,leafnp,14.329,14.070,1.613,5.301,0.931,3.061,3,3
frue.ch,dactylis_glomerata,3,N,leafnp,11.602,12.890,0.942,2.201,0.666,1.271,2,3
frue.ch,dactylis_glomerata,3,P,leafnp,11.602,9.236,0.942,1.551,0.666,0.896,2,3
frue.ch,dactylis_glomerata,3,NP,leafnp,11.602,12.650,0.942,5.659,0.666,4.001,2,2
gilb.za,diheteropogon_filifolius,2,N,leafnp,18.639,24.472,2.464,4.791,1.742,2.766,2,3
gilb.za,diheteropogon_filifolius,2,P,leafnp,18.639,6.275,2.464,1.467,1.742,1.038,2,2
gilb.za,diheteropogon_filifolius,2,NP,leafnp,18.639,7.882,2.464,2.100,1.742,1.212,2,3
kiny.au,avena_barbata,4,N,leafnp,18.952,27.552,5.579,19.045,3.945,10.996,2,3
kiny.au,avena_barbata,4,P,leafnp,18.952,11.313,5.579,5.452,3.945,3.148,2,3
kiny.au,avena_barbata,4,NP,leafnp,18.952,9.505,5.579,0.101,3.945,0.071,2,2
kiny.au,rytidosperma_sp.,4,N,leafnp,22.830,22.818,12.114,22.417,6.994,15.851,3,2
kiny.au,rytidosperma_sp.,4,P,leafnp,22.830,7.172,12.114,2.125,6.994,1.502,3,2
kiny.au,rytidosperma_sp.,4,NP,leafnp,22.830,19.580,12.114,12.038,6.994,8.512,3,2
lancaster.uk,agrostis_capillaris,3,N,leafnp,17.691,21.038,0.558,4.663,0.395,3.297,2,2
lancaster.uk,agrostis_capillaris,3,P,leafnp,17.691,9.648,0.558,1.475,0.395,0.851,2,3
lancaster.uk,agrostis_capillaris,3,NP,leafnp,17.691,12.617,0.558,4.067,0.395,2.348,2,3
lancaster.uk,holcus_lanatus,3,N,leafnp,16.544,16.587,2.773,0.429,1.601,0.303,3,2
lancaster.uk,holcus_lanatus,3,P,leafnp,16.544,8.703,2.773,1.098,1.601,0.634,3,3
lancaster.uk,holcus_lanatus,3,NP,leafnp,16.544,16.568,2.773,0.750,1.601,0.530,3,2
look.us,carex_pensylvanica,4,N,leafnp,16.288,21.443,0.873,2.116,0.617,1.222,2,3
look.us,carex_pensylvanica,4,P,leafnp,16.288,17.152,0.873,1.904,0.617,1.346,2,2
look.us,carex_pensylvanica,4,NP,leafnp,16.288,20.210,0.873,1.707,0.617,1.207,2,2
look.us,erigeron_aliceae,4,N,leafnp,7.168,13.119,0.572,3.048,0.331,1.760,3,3
look.us,erigeron_aliceae,4,P,leafnp,7.168,9.745,0.572,1.463,0.331,0.844,3,3
look.us,erigeron_aliceae,4,NP,leafnp,7.168,12.937,0.572,4.634,0.331,3.277,3,2
mcla.us,bromus_hordeaceus,4,N,leafnp,12.064,17.507,1.423,3.079,1.006,2.177,2,2
mcla.us,bromus_hordeaceus,4,P,leafnp,12.064,8.301,1.423,5.328,1.006,3.767,2,2
mcla.us,bromus_hordeaceus,4,NP,leafnp,12.064,11.374,1.423,8.422,1.006,5.955,2,2
mtca.au,waitzia_acuminata,3,N,leafnp,42.503,46.556,7.549,5.216,4.358,3.011,3,3
mtca.au,waitzia_acuminata,3,P,leafnp,42.503,7.328,7.549,7.997,4.358,3.999,3,4
mtca.au,waitzia_acuminata,3,NP,leafnp,42.503,9.770,7.549,6.971,4.358,3.486,3,4
smith.us,anthoxanthum_odoratum,4,N,leafnp,16.616,20.684,3.382,2.451,1.953,1.415,3,3
smith.us,anthoxanthum_odoratum,4,P,leafnp,16.616,7.390,3.382,2.349,1.953,1.356,3,3
smith.us,anthoxanthum_odoratum,4,NP,leafnp,16.616,11.565,3.382,2.293,1.953,1.622,3,2
smith.us,plantago_lanceolata,4,N,leafnp,9.836,20.928,1.982,3.753,1.144,2.654,3,2
smith.us,plantago_lanceolata,4,P,leafnp,9.836,7.506,1.982,0.442,1.144,0.313,3,2
smith.us,plantago_lanceolata,4,NP,leafnp,9.836,15.375,1.982,1.929,1.144,1.364,3,2
summ.za,themeda_triandra,2,N,leafnp,17.942,19.250,4.312,7.187,2.489,4.150,3,3
summ.za,themeda_triandra,2,P,leafnp,17.942,10.500,4.312,1.428,2.489,0.824,3,3
summ.za,themeda_triandra,2,NP,leafnp,17.942,15.632,4.312,11.164,2.489,6.446,3,3
valm.ch,anthoxanthum_odoratum,3,N,leafnp,22.305,32.087,9.429,6.613,5.444,3.818,3,3
valm.ch,anthoxanthum_odoratum,3,P,leafnp,22.305,4.623,9.429,3.013,5.444,1.739,3,3
valm.ch,anthoxanthum_odoratum,3,NP,leafnp,22.305,5.924,9.429,1.720,5.444,0.993,3,3
valm.ch,festuca_rubra,3,N,leafnp,15.952,27.265,3.218,2.949,1.858,1.702,3,3
valm.ch,festuca_rubra,3,P,leafnp,15.952,4.433,3.218,1.461,1.858,0.844,3,3
valm.ch,festuca_rubra,3,NP,leafnp,15.952,8.642,3.218,0.942,1.858,0.544,3,3
valm.ch,galium_anisophyllon,3,N,leafnp,14.305,33.171,0.729,14.565,0.421,8.409,3,3
valm.ch,galium_anisophyllon,3,P,leafnp,14.305,3.269,0.729,0.877,0.421,0.620,3,2
valm.ch,galium_anisophyllon,3,NP,leafnp,14.305,6.196,0.729,1.892,0.421,1.338,3,2
valm.ch,potentilla_crantzii,3,N,leafnp,13.695,25.867,2.091,6.374,1.207,3.680,3,3
valm.ch,potentilla_crantzii,3,P,leafnp,13.695,5.481,2.091,2.600,1.207,1.501,3,3
valm.ch,potentilla_crantzii,3,NP,leafnp,13.695,4.705,2.091,0.902,1.207,0.521,3,3
valm.ch,trifolium_pratense,3,N,leafnp,19.637,29.281,7.581,11.597,4.377,6.695,3,3
valm.ch,trifolium_pratense,3,P,leafnp,19.637,8.209,7.581,3.589,4.377,2.072,3,3
valm.ch,trifolium_pratense,3,NP,leafnp,19.637,8.422,7.581,4.044,4.377,2.335,3,3
